CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0031_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10031.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 3
CASTNO = 1
DATE = 20161124
TIME = 2137
LATITUDE = 22.7705
LONGITUDE = -110
DEPTH = 1256
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
       572,2,    6.8526,2,   34.5059,2,       3.3,2,        28,     4.709,      -999,      -999
       573,2,    6.8246,2,   34.5046,2,       3.3,2,        32,      4.71,      -999,      -999
       574,2,    6.8029,2,   34.5032,2,       3.4,2,        30,      4.71,      -999,      -999
       575,2,    6.7842,2,   34.5015,2,       3.4,2,        21,     4.711,      -999,      -999
       576,2,    6.7686,2,   34.4996,2,       3.4,2,        18,     4.711,      -999,      -999
       577,2,    6.7265,2,   34.4954,2,       3.3,2,        18,     4.712,      -999,      -999
       578,2,    6.7052,2,   34.4928,2,       3.4,2,        22,     4.712,      -999,      -999
       579,2,    6.6934,2,   34.4913,2,       3.5,2,        30,     4.713,      -999,      -999
       580,2,    6.6821,2,     34.49,2,       3.6,2,        27,     4.713,      -999,      -999
       581,2,    6.6712,2,   34.4887,2,       3.6,2,        26,     4.713,      -999,      -999
       582,2,    6.6642,2,   34.4881,2,       3.7,2,        25,     4.713,      -999,      -999
       583,2,    6.6481,2,   34.4871,2,       3.7,2,        26,     4.713,      -999,      -999
       584,2,    6.6458,2,   34.4875,2,       3.8,2,        26,     4.713,      -999,      -999
       585,2,    6.6378,2,   34.4877,2,       3.8,2,        24,     4.713,      -999,      -999
       586,2,    6.6254,2,   34.4876,2,       3.8,2,        21,     4.713,      -999,      -999
       587,2,    6.6196,2,   34.4873,2,       3.7,2,        20,     4.713,      -999,      -999
       588,2,    6.6143,2,   34.4871,2,       3.7,2,        20,     4.713,      -999,      -999
       589,2,    6.6115,2,   34.4874,2,       3.8,2,        24,     4.713,      -999,      -999
       590,2,    6.6107,2,   34.4875,2,       3.8,2,        33,     4.713,      -999,      -999
       591,2,    6.6103,2,   34.4876,2,       3.8,2,        34,     4.713,      -999,      -999
       592,2,    6.6064,2,   34.4879,2,       3.8,2,        25,     4.713,      -999,      -999
       593,2,    6.6005,2,   34.4883,2,       3.8,2,        21,     4.713,      -999,      -999
       594,2,    6.5975,2,   34.4889,2,       3.8,2,        18,     4.713,      -999,      -999
       595,2,    6.5924,2,   34.4894,2,       3.8,2,        17,     4.713,      -999,      -999
       596,2,     6.587,2,   34.4895,2,       3.8,2,        18,     4.713,      -999,      -999
       597,2,    6.5834,2,   34.4898,2,       3.8,2,        25,     4.713,      -999,      -999
       598,2,    6.5822,2,   34.4899,2,       3.7,2,        49,     4.713,      -999,      -999
       599,2,    6.5818,2,   34.4904,2,       3.7,2,        24,     4.713,      -999,      -999
       600,2,    6.5839,2,   34.4914,2,       3.7,2,        19,     4.713,      -999,      -999
       601,2,    6.5952,2,   34.4959,2,       3.7,2,        16,     4.713,      -999,      -999
       602,2,    6.5957,2,   34.4976,2,       3.7,2,        17,     4.712,      -999,      -999
       603,2,     6.578,2,   34.4964,2,       3.7,2,        19,     4.713,      -999,      -999
       604,2,    6.5695,2,   34.4958,2,       3.7,2,        22,     4.713,      -999,      -999
       605,2,    6.5694,2,   34.4976,2,       3.6,2,        26,     4.713,      -999,      -999
       606,2,    6.5681,2,   34.4985,2,       3.6,2,        30,     4.712,      -999,      -999
       607,2,    6.5709,2,   34.5006,2,       3.6,2,        35,     4.712,      -999,      -999
       608,2,    6.5785,2,   34.5033,2,       3.5,2,        28,     4.712,      -999,      -999
       609,2,    6.5776,2,   34.5038,2,       3.5,2,        20,     4.712,      -999,      -999
       610,2,    6.5771,2,   34.5038,2,       3.5,2,        20,     4.712,      -999,      -999
       611,2,    6.5774,2,   34.5038,2,       3.5,2,        23,     4.712,      -999,      -999
       612,2,    6.5773,2,   34.5039,2,       3.5,2,        30,     4.712,      -999,      -999
       613,2,    6.5757,2,   34.5039,2,       3.4,2,        27,     4.712,      -999,      -999
       614,2,     6.575,2,    34.504,2,       3.4,2,        23,     4.712,      -999,      -999
       615,2,    6.5741,2,   34.5043,2,       3.4,2,        19,     4.712,      -999,      -999
       616,2,    6.5703,2,   34.5039,2,       3.4,2,        19,     4.712,      -999,      -999
       617,2,    6.5672,2,    34.504,2,       3.4,2,        20,     4.712,      -999,      -999
       618,2,    6.5668,2,   34.5042,2,       3.4,2,        28,     4.712,      -999,      -999
       619,2,    6.5661,2,   34.5041,2,       3.3,2,        30,     4.712,      -999,      -999
       620,2,    6.5606,2,   34.5044,2,       3.4,2,        26,     4.712,      -999,      -999
       621,2,    6.5438,2,   34.5041,2,       3.4,2,        25,     4.712,      -999,      -999
       622,2,    6.5323,2,   34.5044,2,       3.4,2,        27,     4.712,      -999,      -999
       623,2,    6.5215,2,   34.5043,2,       3.4,2,        30,     4.712,      -999,      -999
       624,2,    6.5153,2,   34.5043,2,       3.4,2,        25,     4.712,      -999,      -999
       625,2,    6.5049,2,   34.5041,2,       3.4,2,        21,     4.712,      -999,      -999
       626,2,    6.4963,2,   34.5039,2,       3.4,2,        19,     4.712,      -999,      -999
       627,2,    6.4762,2,   34.5032,2,       3.4,2,        19,     4.712,      -999,      -999
       628,2,    6.4555,2,   34.5025,2,       3.5,2,        20,     4.712,      -999,      -999
       629,2,    6.4356,2,   34.5003,2,       3.5,2,        23,     4.712,      -999,      -999
       630,2,    6.4272,2,   34.4991,2,       3.6,2,        26,     4.713,      -999,      -999
       631,2,    6.4216,2,   34.4985,2,       3.6,2,        29,     4.713,      -999,      -999
       632,2,    6.4157,2,   34.4981,2,       3.5,2,        34,     4.713,      -999,      -999
       633,2,    6.4056,2,   34.4972,2,       3.6,2,        34,     4.713,      -999,      -999
       634,2,     6.391,2,   34.4959,2,       3.6,2,        24,     4.713,      -999,      -999
       635,2,    6.3655,2,   34.4946,2,       3.6,2,        19,     4.713,      -999,      -999
       636,2,    6.3578,2,   34.4941,2,       3.6,2,        18,     4.713,      -999,      -999
       637,2,    6.3519,2,   34.4937,2,       3.6,2,        18,     4.713,      -999,      -999
       638,2,    6.3469,2,   34.4932,2,       3.6,2,        20,     4.713,      -999,      -999
       639,2,    6.3464,2,   34.4936,2,       3.6,2,        31,     4.713,      -999,      -999
       640,2,    6.3461,2,   34.4941,2,       3.8,2,        29,     4.713,      -999,      -999
       641,2,    6.3453,2,   34.4953,2,       3.8,2,        23,     4.712,      -999,      -999
       642,2,    6.3478,2,   34.4964,2,       3.8,2,        22,     4.713,      -999,      -999
       643,2,     6.336,2,   34.4964,2,       3.7,2,        21,     4.713,      -999,      -999
       644,2,    6.3219,2,   34.4967,2,       3.7,2,        23,     4.713,      -999,      -999
       645,2,    6.3148,2,   34.4963,2,       3.7,2,        29,     4.713,      -999,      -999
       646,2,    6.3074,2,   34.4965,2,       3.7,2,        36,     4.713,      -999,      -999
       647,2,    6.2805,2,   34.4955,2,       3.6,2,        29,     4.714,      -999,      -999
       648,2,    6.2527,2,   34.4962,2,       3.5,2,        21,     4.714,      -999,      -999
       649,2,    6.2385,2,   34.4965,2,       3.6,2,        18,     4.714,      -999,      -999
       650,2,    6.2296,2,   34.4965,2,       3.5,2,        18,     4.714,      -999,      -999
       651,2,    6.2236,2,   34.4963,2,       3.6,2,        20,     4.715,      -999,      -999
       652,2,     6.217,2,   34.4957,2,       3.6,2,        22,     4.715,      -999,      -999
       653,2,    6.1987,2,   34.4953,2,       3.6,2,        26,     4.714,      -999,      -999
       654,2,    6.1899,2,   34.4953,2,       3.6,2,        30,     4.714,      -999,      -999
       655,2,     6.185,2,   34.4952,2,       3.6,2,        33,     4.714,      -999,      -999
       656,2,    6.1725,2,   34.4951,2,       3.7,2,        28,     4.715,      -999,      -999
       657,2,    6.1666,2,   34.4947,2,       3.7,2,        23,     4.715,      -999,      -999
       658,2,    6.1606,2,   34.4946,2,       3.8,2,        21,     4.715,      -999,      -999
       659,2,    6.1384,2,   34.4933,2,       3.8,2,        19,     4.714,      -999,      -999
       660,2,    6.1196,2,   34.4931,2,       3.8,2,        20,     4.714,      -999,      -999
       661,2,    6.1033,2,   34.4921,2,       3.8,2,        23,     4.714,      -999,      -999
       662,2,    6.0842,2,   34.4912,2,       3.9,2,        26,     4.714,      -999,      -999
       663,2,    6.0658,2,   34.4912,2,       3.9,2,        26,     4.714,      -999,      -999
       664,2,    6.0527,2,   34.4917,2,       4.1,2,        27,     4.714,      -999,      -999
       665,2,    6.0342,2,   34.4919,2,       4.1,2,        27,     4.714,      -999,      -999
       666,2,    6.0275,2,   34.4926,2,       4.1,2,        29,     4.715,      -999,      -999
       667,2,    6.0177,2,   34.4926,2,       4.2,2,        28,     4.715,      -999,      -999
       668,2,    6.0073,2,   34.4925,2,       4.2,2,        25,     4.715,      -999,      -999
       669,2,    5.9996,2,    34.492,2,       4.2,2,        22,     4.714,      -999,      -999
       670,2,    5.9869,2,   34.4918,2,       4.1,2,        19,     4.715,      -999,      -999
       671,2,    5.9754,2,   34.4923,2,       4.2,2,        20,     4.715,      -999,      -999
       672,2,    5.9698,2,   34.4923,2,       4.2,2,        19,     4.715,      -999,      -999
       673,2,    5.9563,2,   34.4922,2,       4.2,2,        23,     4.715,      -999,      -999
       674,2,    5.9499,2,   34.4926,2,       4.2,2,        28,     4.715,      -999,      -999
       675,2,    5.9424,2,   34.4924,2,       4.2,2,        33,     4.715,      -999,      -999
       676,2,     5.929,2,   34.4927,2,       4.2,2,        31,     4.715,      -999,      -999
       677,2,    5.9248,2,   34.4927,2,       4.3,2,        24,     4.715,      -999,      -999
       678,2,    5.9148,2,   34.4928,2,       4.3,2,        21,     4.715,      -999,      -999
       679,2,     5.911,2,   34.4927,2,       4.4,2,        20,     4.714,      -999,      -999
       680,2,    5.9063,2,   34.4928,2,       4.4,2,        21,     4.714,      -999,      -999
       681,2,    5.8973,2,   34.4926,2,       4.4,2,        26,     4.714,      -999,      -999
       682,2,    5.8897,2,   34.4926,2,       4.4,2,        28,     4.714,      -999,      -999
       683,2,    5.8734,2,   34.4922,2,       4.4,2,        23,     4.714,      -999,      -999
       684,2,    5.8651,2,   34.4923,2,       4.4,2,        21,     4.715,      -999,      -999
       685,2,    5.8595,2,   34.4924,2,       4.4,2,        21,     4.714,      -999,      -999
       686,2,    5.8572,2,   34.4924,2,       4.4,2,        27,     4.714,      -999,      -999
       687,2,    5.8535,2,   34.4927,2,       4.4,2,        35,     4.715,      -999,      -999
       688,2,     5.847,2,   34.4926,2,       4.4,2,        29,     4.715,      -999,      -999
       689,2,    5.8367,2,   34.4929,2,       4.5,2,        24,     4.715,      -999,      -999
       690,2,    5.8275,2,   34.4931,2,       4.5,2,        21,     4.715,      -999,      -999
       691,2,    5.8208,2,   34.4933,2,       4.5,2,        20,     4.715,      -999,      -999
       692,2,    5.8175,2,   34.4935,2,       4.6,2,        20,     4.714,      -999,      -999
       693,2,    5.8162,2,   34.4934,2,       4.6,2,        20,     4.715,      -999,      -999
       694,2,    5.8121,2,   34.4935,2,       4.6,2,        23,     4.715,      -999,      -999
       695,2,    5.8066,2,   34.4936,2,       4.5,2,        25,     4.715,      -999,      -999
       696,2,    5.8021,2,   34.4937,2,       4.5,2,        30,     4.715,      -999,      -999
       697,2,    5.7833,2,   34.4937,2,       4.6,2,        30,     4.715,      -999,      -999
       698,2,    5.7685,2,    34.494,2,       4.5,2,        27,     4.715,      -999,      -999
       699,2,    5.7656,2,   34.4943,2,       4.6,2,        25,     4.715,      -999,      -999
       700,2,    5.7655,2,   34.4943,2,       4.6,2,        23,     4.715,      -999,      -999
       701,2,    5.7641,2,   34.4945,2,       4.6,2,        21,     4.715,      -999,      -999
       702,2,    5.7631,2,   34.4945,2,       4.6,2,        22,     4.715,      -999,      -999
       703,2,    5.7624,2,   34.4945,2,       4.6,2,        24,     4.715,      -999,      -999
       704,2,    5.7599,2,   34.4943,2,       4.6,2,        25,     4.715,      -999,      -999
       705,2,    5.7576,2,   34.4943,2,       4.6,2,        27,     4.715,      -999,      -999
       706,2,    5.7557,2,   34.4943,2,       4.6,2,        25,     4.715,      -999,      -999
       707,2,     5.753,2,   34.4942,2,       4.6,2,        23,     4.715,      -999,      -999
       708,2,     5.747,2,   34.4945,2,       4.6,2,        22,     4.715,      -999,      -999
       709,2,    5.7441,2,   34.4944,2,       4.6,2,        23,     4.715,      -999,      -999
       710,2,    5.7324,2,   34.4943,2,       4.6,2,        26,     4.715,      -999,      -999
       711,2,     5.723,2,   34.4948,2,       4.6,2,        27,     4.714,      -999,      -999
       712,2,    5.7201,2,    34.495,2,       4.6,2,        26,     4.714,      -999,      -999
       713,2,    5.7159,2,   34.4948,2,       4.6,2,        24,     4.715,      -999,      -999
       714,2,    5.6988,2,   34.4938,2,       4.6,2,        25,     4.715,      -999,      -999
       715,2,    5.6871,2,    34.493,2,       4.6,2,        27,     4.715,      -999,      -999
       716,2,    5.6839,2,   34.4928,2,       4.7,2,        27,     4.715,      -999,      -999
       717,2,    5.6831,2,   34.4928,2,       4.7,2,        25,     4.715,      -999,      -999
       718,2,    5.6828,2,   34.4929,2,       4.8,2,        21,     4.715,      -999,      -999
       719,2,    5.6806,2,   34.4928,2,       4.9,2,        19,     4.715,      -999,      -999
       720,2,    5.6775,2,    34.493,2,       5.1,2,        19,     4.715,      -999,      -999
       721,2,    5.6762,2,   34.4935,2,       5.1,2,        20,     4.715,      -999,      -999
       722,2,    5.6763,2,   34.4932,2,       5.1,2,        22,     4.715,      -999,      -999
       723,2,    5.6766,2,   34.4932,2,         5,2,        31,     4.715,      -999,      -999
       724,2,    5.6762,2,   34.4943,2,         5,2,        41,     4.715,      -999,      -999
       725,2,    5.6661,2,   34.4965,2,         5,2,        30,     4.715,      -999,      -999
       726,2,    5.6613,2,   34.4973,2,         5,2,        21,     4.714,      -999,      -999
       727,2,    5.6576,2,   34.4979,2,         5,2,        19,     4.714,      -999,      -999
       728,2,    5.6517,2,   34.4975,2,         5,2,        19,     4.714,      -999,      -999
       729,2,    5.6463,2,   34.4971,2,         5,2,        21,     4.714,      -999,      -999
       730,2,    5.6402,2,   34.4968,2,         5,2,        23,     4.714,      -999,      -999
       731,2,     5.636,2,   34.4966,2,       5.1,2,        25,     4.714,      -999,      -999
       732,2,    5.6276,2,   34.4961,2,       5.1,2,        27,     4.714,      -999,      -999
       733,2,    5.6279,2,   34.4969,2,       5.2,2,        26,     4.714,      -999,      -999
       734,2,     5.637,2,   34.5004,2,       5.2,2,        25,     4.714,      -999,      -999
       735,2,    5.6271,2,   34.5012,2,       5.2,2,        24,     4.713,      -999,      -999
       736,2,    5.6224,2,   34.5018,2,       5.2,2,        23,     4.713,      -999,      -999
       737,2,    5.6183,2,   34.5029,2,       5.2,2,        26,     4.713,      -999,      -999
       738,2,    5.6187,2,   34.5041,2,       5.2,2,        30,     4.713,      -999,      -999
       739,2,    5.6189,2,   34.5047,2,       5.2,2,        26,     4.712,      -999,      -999
       740,2,    5.6087,2,   34.5032,2,       5.2,2,        22,     4.712,      -999,      -999
       741,2,    5.5752,2,   34.4984,2,       5.2,2,        19,     4.712,      -999,      -999
       742,2,    5.5526,2,   34.4963,2,       5.2,2,        19,     4.713,      -999,      -999
       743,2,     5.521,2,   34.4936,2,       5.3,2,        22,     4.714,      -999,      -999
       744,2,    5.5101,2,   34.4931,2,       5.3,2,        26,     4.714,      -999,      -999
       745,2,    5.4914,2,    34.491,2,       5.5,2,        30,     4.714,      -999,      -999
       746,2,    5.4809,2,   34.4909,2,       5.6,2,        31,     4.715,      -999,      -999
       747,2,    5.4731,2,   34.4907,2,       5.7,2,        26,     4.715,      -999,      -999
       748,2,    5.4537,2,   34.4895,2,       5.7,2,        24,     4.715,      -999,      -999
       749,2,    5.4291,2,   34.4892,2,       5.8,2,        25,     4.716,      -999,      -999
       750,2,    5.4234,2,   34.4892,2,       5.9,2,        26,     4.715,      -999,      -999
       751,2,    5.4226,2,   34.4895,2,         6,2,        22,     4.716,      -999,      -999
       752,2,    5.4232,2,   34.4896,2,         6,2,        19,     4.717,      -999,      -999
       753,2,    5.4261,2,   34.4897,2,       6.1,2,        18,     4.716,      -999,      -999
       754,2,    5.4252,2,   34.4896,2,       6.1,2,        18,     4.716,      -999,      -999
       755,2,     5.426,2,   34.4897,2,       6.1,2,        20,     4.715,      -999,      -999
       756,2,    5.4239,2,   34.4899,2,         6,2,        28,     4.715,      -999,      -999
       757,2,    5.4215,2,   34.4898,2,       6.1,2,        56,     4.716,      -999,      -999
       758,2,     5.412,2,   34.4898,2,       6.1,2,        26,     4.715,      -999,      -999
       759,2,     5.403,2,   34.4897,2,       6.1,2,        19,     4.716,      -999,      -999
       760,2,    5.3898,2,     34.49,2,       6.2,2,        17,     4.716,      -999,      -999
       761,2,    5.3823,2,   34.4903,2,       6.2,2,        15,     4.717,      -999,      -999
       762,2,     5.376,2,   34.4904,2,       6.2,2,        17,     4.717,      -999,      -999
       763,2,    5.3712,2,   34.4908,2,       6.2,2,        22,     4.716,      -999,      -999
       764,2,    5.3674,2,   34.4909,2,       6.3,2,        38,     4.716,      -999,      -999
       765,2,    5.3655,2,    34.491,2,       6.3,2,        32,     4.716,      -999,      -999
       766,2,    5.3646,2,   34.4913,2,       6.3,2,        22,     4.716,      -999,      -999
       767,2,     5.364,2,   34.4913,2,       6.3,2,        18,     4.716,      -999,      -999
       768,2,    5.3639,2,   34.4913,2,       6.4,2,        19,     4.717,      -999,      -999
       769,2,     5.364,2,   34.4912,2,       6.4,2,        22,     4.717,      -999,      -999
       770,2,    5.3638,2,   34.4913,2,       6.4,2,        32,     4.716,      -999,      -999
       771,2,    5.3635,2,   34.4912,2,       6.4,2,        36,     4.716,      -999,      -999
       772,2,    5.3616,2,   34.4914,2,       6.4,2,        27,     4.716,      -999,      -999
       773,2,    5.3582,2,   34.4916,2,       6.4,2,        20,     4.717,      -999,      -999
       774,2,    5.3566,2,   34.4917,2,       6.4,2,        18,     4.717,      -999,      -999
       775,2,    5.3558,2,   34.4919,2,       6.4,2,        18,     4.717,      -999,      -999
       776,2,    5.3554,2,   34.4917,2,       6.4,2,        20,     4.716,      -999,      -999
       777,2,    5.3551,2,   34.4918,2,       6.4,2,        28,     4.717,      -999,      -999
       778,2,    5.3545,2,   34.4919,2,       6.4,2,        33,     4.717,      -999,      -999
       779,2,    5.3541,2,   34.4918,2,       6.4,2,        29,     4.717,      -999,      -999
       780,2,    5.3533,2,   34.4919,2,       6.4,2,        25,     4.716,      -999,      -999
       781,2,     5.353,2,   34.4918,2,       6.4,2,        20,     4.716,      -999,      -999
       782,2,    5.3522,2,    34.492,2,       6.4,2,        20,     4.716,      -999,      -999
       783,2,    5.3491,2,   34.4919,2,       6.4,2,        20,     4.717,      -999,      -999
       784,2,    5.3455,2,   34.4923,2,       6.4,2,        26,     4.717,      -999,      -999
       785,2,    5.3438,2,   34.4923,2,       6.4,2,        29,     4.716,      -999,      -999
       786,2,    5.3374,2,   34.4928,2,       6.4,2,        26,     4.717,      -999,      -999
       787,2,    5.3303,2,   34.4933,2,       6.4,2,        24,     4.717,      -999,      -999
       788,2,    5.3254,2,   34.4932,2,       6.4,2,        23,     4.717,      -999,      -999
       789,2,    5.3229,2,    34.493,2,       6.4,2,        26,     4.716,      -999,      -999
       790,2,    5.3197,2,   34.4929,2,       6.4,2,        29,     4.716,      -999,      -999
       791,2,    5.3148,2,   34.4928,2,       6.4,2,        25,     4.717,      -999,      -999
       792,2,    5.3111,2,    34.493,2,       6.4,2,        21,     4.717,      -999,      -999
       793,2,    5.3087,2,   34.4929,2,       6.4,2,        20,     4.717,      -999,      -999
       794,2,    5.3041,2,   34.4929,2,       6.5,2,        20,     4.717,      -999,      -999
       795,2,    5.3012,2,    34.493,2,       6.5,2,        22,     4.716,      -999,      -999
       796,2,    5.2996,2,    34.493,2,       6.6,2,        28,     4.716,      -999,      -999
       797,2,    5.2968,2,    34.493,2,       6.7,2,        37,     4.717,      -999,      -999
       798,2,    5.2891,2,   34.4935,2,       6.6,2,        30,     4.717,      -999,      -999
       799,2,    5.2854,2,   34.4942,2,       6.6,2,        24,     4.716,      -999,      -999
       800,2,    5.2811,2,   34.4943,2,       6.6,2,        19,     4.717,      -999,      -999
       801,2,     5.272,2,   34.4948,2,       6.6,2,        18,     4.717,      -999,      -999
       802,2,    5.2709,2,   34.4948,2,       6.6,2,        18,     4.716,      -999,      -999
       803,2,    5.2704,2,   34.4948,2,       6.6,2,        19,     4.716,      -999,      -999
       804,2,    5.2688,2,   34.4951,2,       6.6,2,        26,     4.717,      -999,      -999
       805,2,    5.2661,2,   34.4953,2,       6.6,2,        37,     4.716,      -999,      -999
       806,2,    5.2616,2,   34.4959,2,       6.6,2,        33,     4.716,      -999,      -999
       807,2,    5.2576,2,   34.4967,2,       6.6,2,        27,     4.716,      -999,      -999
       808,2,    5.2542,2,   34.4968,2,       6.6,2,        23,     4.716,      -999,      -999
       809,2,     5.243,2,   34.4974,2,       6.6,2,        21,     4.717,      -999,      -999
       810,2,    5.2409,2,   34.4973,2,       6.7,2,        20,     4.716,      -999,      -999
       811,2,    5.2398,2,   34.4973,2,       6.7,2,        20,     4.716,      -999,      -999
       812,2,     5.238,2,   34.4975,2,       6.7,2,        22,     4.717,      -999,      -999
       813,2,    5.2309,2,    34.498,2,       6.7,2,        33,     4.717,      -999,      -999
       814,2,    5.2218,2,   34.4994,2,       6.8,2,        34,     4.717,      -999,      -999
       815,2,    5.2186,2,   34.4995,2,       6.8,2,        22,     4.717,      -999,      -999
       816,2,    5.2135,2,   34.4998,2,       6.8,2,        20,     4.716,      -999,      -999
       817,2,    5.2071,2,   34.5004,2,       6.9,2,        20,     4.715,      -999,      -999
       818,2,    5.2023,2,   34.5008,2,       6.9,2,        22,     4.716,      -999,      -999
       819,2,    5.1958,2,   34.5011,2,       6.8,2,        26,     4.716,      -999,      -999
       820,2,    5.1917,2,    34.501,2,       6.8,2,        30,     4.717,      -999,      -999
       821,2,    5.1814,2,   34.5013,2,       6.8,2,        31,     4.717,      -999,      -999
       822,2,    5.1715,2,   34.5017,2,       6.9,2,        29,     4.717,      -999,      -999
       823,2,    5.1687,2,   34.5017,2,       6.9,2,        27,     4.716,      -999,      -999
       824,2,    5.1635,2,   34.5017,2,       6.9,2,        22,     4.716,      -999,      -999
       825,2,    5.1565,2,    34.502,2,         7,2,        20,     4.717,      -999,      -999
       826,2,    5.1525,2,    34.502,2,       7.1,2,        18,     4.716,      -999,      -999
       827,2,    5.1507,2,   34.5023,2,       7.2,2,        19,     4.715,      -999,      -999
       828,2,    5.1491,2,   34.5023,2,       7.1,2,        21,     4.716,      -999,      -999
       829,2,    5.1481,2,   34.5025,2,       7.1,2,        28,     4.716,      -999,      -999
       830,2,    5.1471,2,   34.5026,2,       7.1,2,        29,     4.716,      -999,      -999
       831,2,    5.1458,2,   34.5027,2,       7.1,2,        29,     4.716,      -999,      -999
       832,2,    5.1454,2,   34.5028,2,       7.1,2,        33,     4.716,      -999,      -999
       833,2,    5.1445,2,    34.503,2,       7.1,2,        33,     4.716,      -999,      -999
       834,2,    5.1402,2,   34.5034,2,       7.1,2,        27,     4.715,      -999,      -999
       835,2,    5.1343,2,   34.5037,2,       7.1,2,        21,     4.715,      -999,      -999
       836,2,    5.1295,2,   34.5037,2,       7.1,2,        19,     4.715,      -999,      -999
       837,2,    5.1243,2,   34.5035,2,       7.1,2,        17,     4.715,      -999,      -999
       838,2,    5.1197,2,   34.5032,2,       7.2,2,        17,     4.715,      -999,      -999
       839,2,    5.1157,2,   34.5034,2,       7.2,2,        18,     4.715,      -999,      -999
       840,2,    5.1148,2,   34.5035,2,       7.2,2,        19,     4.716,      -999,      -999
       841,2,    5.1136,2,   34.5034,2,       7.3,2,        26,     4.716,      -999,      -999
       842,2,    5.1119,2,   34.5033,2,       7.3,2,        41,     4.715,      -999,      -999
       843,2,    5.1095,2,   34.5037,2,       7.3,2,        24,     4.715,      -999,      -999
       844,2,    5.1085,2,   34.5036,2,       7.3,2,        21,     4.716,      -999,      -999
       845,2,    5.1042,2,   34.5035,2,       7.3,2,        19,     4.716,      -999,      -999
       846,2,    5.0985,2,   34.5037,2,       7.3,2,        20,     4.716,      -999,      -999
       847,2,    5.0968,2,   34.5038,2,       7.3,2,        21,     4.715,      -999,      -999
       848,2,    5.0959,2,   34.5038,2,       7.3,2,        23,     4.716,      -999,      -999
       849,2,    5.0943,2,    34.504,2,       7.3,2,        25,     4.717,      -999,      -999
       850,2,     5.093,2,   34.5041,2,       7.3,2,        24,     4.717,      -999,      -999
       851,2,    5.0926,2,    34.504,2,       7.4,2,        23,     4.715,      -999,      -999
       852,2,    5.0901,2,   34.5042,2,       7.4,2,        22,     4.716,      -999,      -999
       853,2,     5.088,2,   34.5044,2,       7.4,2,        22,     4.716,      -999,      -999
       854,2,     5.087,2,   34.5044,2,       7.4,2,        26,     4.716,      -999,      -999
       855,2,    5.0862,2,   34.5045,2,       7.4,2,        39,     4.716,      -999,      -999
       856,2,     5.085,2,   34.5047,2,       7.5,2,        37,     4.717,      -999,      -999
       857,2,    5.0841,2,   34.5048,2,       7.5,2,        26,     4.716,      -999,      -999
       858,2,    5.0804,2,   34.5049,2,       7.5,2,        22,     4.715,      -999,      -999
       859,2,    5.0765,2,   34.5056,2,       7.5,2,        19,     4.716,      -999,      -999
       860,2,    5.0735,2,   34.5058,2,       7.5,2,        18,     4.716,      -999,      -999
       861,2,    5.0647,2,   34.5056,2,       7.5,2,        18,     4.716,      -999,      -999
       862,2,    5.0603,2,   34.5053,2,       7.5,2,        17,     4.715,      -999,      -999
       863,2,    5.0531,2,   34.5055,2,       7.5,2,        19,     4.716,      -999,      -999
       864,2,    5.0425,2,   34.5059,2,       7.5,2,        31,     4.716,      -999,      -999
       865,2,    5.0341,2,   34.5064,2,       7.5,2,        53,     4.715,      -999,      -999
       866,2,    5.0309,2,   34.5063,2,       7.6,2,        28,     4.715,      -999,      -999
       867,2,    5.0269,2,   34.5064,2,       7.7,2,        21,     4.715,      -999,      -999
